01/22/2015-12:50:16.044577  [**] [1:2009247:3] ET SHELLCODE Rothenburg Shellcode [**] [Classification: Executable code was detected] [Priority: 1] {TCP} 149.171.126.16:80 -> 175.45.176.2:23357
01/22/2015-13:04:32.758750  [**] [1:2200070:2] SURICATA FRAG IPv4 Fragmentation overlap [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {UDP} 175.45.176.0:0 -> 149.171.126.15:0
01/22/2015-13:04:33.737225  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.4:33734
01/22/2015-13:04:34.237037  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.0:11511
01/22/2015-13:04:34.737287  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.1:18862
01/22/2015-13:04:34.403524  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:143 -> 59.166.0.6:14190
01/22/2015-13:04:35.937458  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:143 -> 59.166.0.3:45531
01/22/2015-13:04:35.637417  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.3:3435
01/22/2015-13:04:36.393446  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.4:15106
01/22/2015-13:04:37.037179  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.3:57700
01/22/2015-13:04:35.537370  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.1:1068
01/22/2015-13:04:37.337453  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.8:53773
01/22/2015-13:04:37.781389  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.7:49977
01/22/2015-13:04:38.296414  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.0:19865
01/22/2015-13:04:38.649319  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.1:18280
01/22/2015-13:04:37.137320  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.0:1449
01/22/2015-13:04:39.837369  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.0:40262
01/22/2015-13:04:38.937298  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.2:28432
01/22/2015-13:04:40.737375  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.6:28274
01/22/2015-13:04:41.137180  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:21 -> 59.166.0.4:44565
01/22/2015-13:04:41.239002  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:143 -> 59.166.0.3:4224
01/22/2015-13:04:41.840205  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:143 -> 59.166.0.3:16377
01/22/2015-13:04:40.927427  [**] [1:2260003:1] SURICATA Applayer Protocol detection skipped [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.11:548 -> 175.45.176.2:17791
01/22/2015-13:04:38.479284  [**] [1:2225006:1] SURICATA SMB file overlap [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.17:445 -> 175.45.176.1:12962
01/22/2015-13:04:38.573888  [**] [1:2225006:1] SURICATA SMB file overlap [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 175.45.176.1:12962 -> 149.171.126.17:445
01/22/2015-13:04:39.827559  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:21 -> 59.166.0.7:33358
01/22/2015-13:04:41.757606  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.1:13002
01/22/2015-13:04:37.737892  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.5:45452
01/22/2015-13:04:42.789537  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.8:27973
01/22/2015-13:04:42.365671  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.6:23224
01/22/2015-13:04:42.999973  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.4:1290
01/22/2015-13:04:43.543350  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.9:12630
01/22/2015-13:04:44.120943  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:21 -> 59.166.0.3:20893
01/22/2015-13:04:44.137359  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.1:28526
01/22/2015-13:04:44.578105  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.12:25 -> 175.45.176.0:33843
01/22/2015-13:04:45.137387  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:143 -> 59.166.0.0:35910
01/22/2015-13:04:45.233718  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:21 -> 59.166.0.2:54180
01/22/2015-13:04:45.857763  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.2:10656
01/22/2015-13:04:45.938229  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:143 -> 59.166.0.9:22190
01/22/2015-13:04:45.737520  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.5:18539
01/22/2015-13:04:46.837421  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:143 -> 59.166.0.8:42323
01/22/2015-13:04:45.037572  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.2:5946
01/22/2015-13:04:47.137374  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.8:16848
01/22/2015-13:04:47.337572  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.9:35558
01/22/2015-13:04:48.140620  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.8:2075
01/22/2015-13:04:49.016724  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:21 -> 59.166.0.8:6485
01/22/2015-13:04:47.537368  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:25 -> 59.166.0.7:18148
01/22/2015-13:04:48.899698  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:21 -> 59.166.0.1:44157
01/22/2015-13:04:49.496391  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.19:110 -> 175.45.176.1:8699
01/22/2015-13:04:47.850633  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:21 -> 59.166.0.5:1912
01/22/2015-13:04:48.351029  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:143 -> 59.166.0.6:32987
01/22/2015-13:04:49.595749  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:21 -> 59.166.0.6:1983
01/22/2015-13:04:51.371932  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.1:9997
01/22/2015-13:04:51.538986  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.3:61068
01/22/2015-13:04:50.137562  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.8:5244
01/22/2015-13:04:52.114081  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:80 -> 59.166.0.8:53245
01/22/2015-13:04:52.114093  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:80 -> 59.166.0.8:53245
01/22/2015-13:04:53.008674  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:21 -> 59.166.0.6:35526
01/22/2015-13:04:53.337532  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.7:25 -> 59.166.0.3:25592
01/22/2015-13:04:53.567998  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:21 -> 59.166.0.4:25911
01/22/2015-13:04:53.637482  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:25 -> 59.166.0.3:30516
01/22/2015-13:04:54.337612  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:25 -> 59.166.0.5:38420
01/22/2015-13:04:54.886867  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:21 -> 59.166.0.2:34594
01/22/2015-13:04:55.937845  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:25 -> 59.166.0.1:48675
01/22/2015-13:04:57.138299  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:143 -> 59.166.0.1:53566
01/22/2015-13:04:57.440004  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:21 -> 59.166.0.1:33408
01/22/2015-13:04:55.520278  [**] [1:2221018:1] SURICATA HTTP request buffer too long [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 175.45.176.1:22545 -> 149.171.126.15:80
01/22/2015-13:04:58.839200  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:21 -> 59.166.0.6:55435
01/22/2015-13:04:59.237630  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.7:32247
01/22/2015-13:04:59.409754  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:143 -> 59.166.0.9:47661
01/22/2015-13:04:58.738255  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.0:23101
01/22/2015-13:05:00.232686  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.3:143 -> 59.166.0.5:41622
01/22/2015-13:05:00.648737  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:143 -> 59.166.0.6:59413
01/22/2015-13:05:01.337775  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.2:25 -> 59.166.0.2:4577
01/22/2015-13:04:58.937630  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:25 -> 59.166.0.0:26959
01/22/2015-13:05:01.657698  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.8:143 -> 59.166.0.6:48545
01/22/2015-13:05:01.937893  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:25 -> 59.166.0.8:14603
01/22/2015-13:05:03.251695  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.3:39144
01/22/2015-13:04:59.837449  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.0:25 -> 59.166.0.6:9823
01/22/2015-13:05:00.437638  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.9:25 -> 59.166.0.3:20278
01/22/2015-13:05:00.452026  [**] [1:2000328:12] ET INFO Outbound Multiple Non-SMTP Server Emails [**] [Classification: Misc activity] [Priority: 3] {TCP} 59.166.0.3:20278 -> 149.171.126.9:25
01/22/2015-13:05:02.637511  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.5:54450
01/22/2015-13:05:02.376717  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.5:143 -> 59.166.0.0:64907
01/22/2015-13:05:02.737510  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.1:25 -> 59.166.0.5:29705
